article_topic,sentence,label
"Nottingham Forest fined over social media comments about VAR Attwell","On the day Forest were charged, their referee analyst Mark Clattenburg left the club having been given a formal warning by the FA over his comments about Attwell.","0"
"Nottingham Forest fined over social media comments about VAR Attwell","Comments made by manager Nuno Espirito Santo and defender Neco Williams in relation to the officiating at the Everton game also resulted in sanctions, with Nuno given a suspended one-match touchline ban, a £40,000 fine and a warning as to his future conduct, and Williams also warned and fined £24,000.","0"
"Saka leaves England camp for further assessment on injury","Bukayo Saka has left the England training camp and returned to Arsenal for further assessment on the injury he picked up against Greece.","0"
"Saka leaves England camp for further assessment on injury","The Arsenal winger limped off during the second half of Thursday's defeat to Greece at Wembley and will not feature in England's Nations League clash with Finland on Sunday.","0"
"Saka leaves England camp for further assessment on injury","Interim England boss Lee Carsley gave an update on Saka's injury after the game.","0"
"Saka leaves England camp for further assessment on injury","Carsley said: He's been assessed but in the build-up to the first goal you could see he'd felt something in his leg.","1"
"Saka leaves England camp for further assessment on injury","Jones was a late addition to the England squad ahead of the Greece game but was an unused substitute.","0"
"Saka leaves England camp for further assessment on injury","Kane could not overcome a knock picked up playing for Bayern Munich in time to feature against Greece and his absence prompted Carsley to deploy an attacking line-up featuring Jude Bellingham, Phil Foden, Saka, Cole Palmer and Anthony Gordon.","0"
"Saka leaves England camp for further assessment on injury","It backfired as Greece won 2-1 to take control of League B Group 2, leaving England no room for any more slip-ups if they want to win the group and return to League A automatically.","0"
"Saka leaves England camp for further assessment on injury","Saka will return to Arsenal for further assessment on what looks like a hamstring injury he suffered against Greece.","0"
"Saka leaves England camp for further assessment on injury","It's not a surprise after the winger was substituted after 51 minutes last Thursday holding his right hamstring.","0"
"Saka leaves England camp for further assessment on injury","A penny for Mikel Arteta's thoughts.","0"
"Saka leaves England camp for further assessment on injury","The last two international breaks have seen him lose his captain Martin Odegaard with Norway and now Saka, who is probably going to be an injury doubt for the trip to the Vitality Stadium to face Bournemouth.","1"
"Former Liverpool defender Matip retires aged 33","Matip left Liverpool in the summer following the expiry of his contract after spending eight hugely successful years on Merseyside.","0"
"Former Liverpool defender Matip retires aged 33","The 33-year-old suffered an anterior cruciate ligament [ACL] injury on his last appearance for Liverpool against Fulham in December 2023 and has not played competitively since.","0"
"Former Liverpool defender Matip retires aged 33","Matip joined Liverpool as a free agent after leaving German club Schalke in the summer of 2016, with manager Jurgen Klopp going on to hail the signing as one of his best ever.","1"
"Former Liverpool defender Matip retires aged 33","In a world of big transfer fees, to sign a player like Joel Matip on a free transfer is incredible, said Klopp back in 2019.","1"
"Former Liverpool defender Matip retires aged 33","It was maybe one of the best pieces of business we did in the last few years.","1"
"Former Liverpool defender Matip retires aged 33","Matip went on to make 201 appearances for Liverpool, including 150 in the Premier League, winning every domestic trophy he possibly could with the Reds, including helping the club end their 30-year wait for a top-flight title in 2019-20.","0"
"Former Liverpool defender Matip retires aged 33","Matip also played a key role as Liverpool enjoyed Champions League success in 2019, assisting Divock Origi for the Reds' second goal in their 2-0 win over Tottenham in Madrid.","0"
"Former Liverpool defender Matip retires aged 33","The centre-back did suffer several injury setbacks during his time at Anfield, missing large chunks of both the 2019-20 and 2020-21 campaigns, before returning to full fitness to play an integral role as Liverpool went close to winning an historic quadruple in the 2021-22 season.","0"
"Former Liverpool defender Matip retires aged 33","Matip featured in 43 matches in all competitions that campaign, his most in a season for the club, playing in the League and FA Cup wins against Chelsea at Wembley, before injury struck once again last season to bring down the curtain on his glittering eight-year Reds career.","0"
"Former Liverpool defender Matip retires aged 33","A statement published on Liverpool's website read: Everybody at LFC wishes Joel and his family the very best for the future.","0"
"Former Liverpool defender Matip retires aged 33","Born in Germany, Matip represented Cameroon on the international stage, making 27 appearances and featuring at the 2010 and 2014 World Cups.","0"
"Former Liverpool defender Matip retires aged 33","Joel Matip will go down as one of the most under-rated central defenders in Premier League history after his decision to hang up his boots, with Jurgen Klopp calling him one of the best signings he ever made.","1"
