article_topic,sentence
Why is Arne Slot doing so well at Liverpool?,The absence of hysteria surrounding the club is a credit to Slot.
Why is Arne Slot doing so well at Liverpool?,"""It would be strange if I have no input,"" he said when asked about the latest contract developments."
Why is Arne Slot doing so well at Liverpool?,"""Although I am a head coach now so sometimes it's convenient to say I'm a head coach and no longer a manager, so talk about contract situations with someone else!"
Why is Arne Slot doing so well at Liverpool?,"""I think in general, contract situations are about talking with the people who should talk about it."
Why is Arne Slot doing so well at Liverpool?,"I am one of them, but I should not talk about this in public."
Why is Arne Slot doing so well at Liverpool?,"""I do talk about this with [sporting director] Richard [Hughes] and that's the place where we have to talk about it and not in front of a microphone."""
Why is Arne Slot doing so well at Liverpool?,"As impressive as Slot is at dealing with matters behind the scenes and addressing the media, his in-game management has arguably stood out in the early stages of his tenure."
Why is Arne Slot doing so well at Liverpool?,"Prior to the win against Villa, Liverpool had been drawing or losing in all of their last four fixtures but went on to secure seven points and a spot in the Carabao Cup quarter-finals from these games."
Why is Arne Slot doing so well at Liverpool?,"Whether it is a rallying call during the interval or wholesale changes for the second half, like he did to kick-start the 2-1 win against Brighton, Slot identifies issues within his team and addresses them without hesitation."
Why is Arne Slot doing so well at Liverpool?,The Reds have now scored 23 goals and conceded just five in the second half across all competitions this season.
Why is Arne Slot doing so well at Liverpool?,"While other teams fall off as time goes on, Liverpool only seem to get stronger."
Why is Arne Slot doing so well at Liverpool?,No one expected Liverpool to challenge for silverware this season - and it was not only because of the managerial change.
Why is Arne Slot doing so well at Liverpool?,"Incoming Georgia goalkeeper Giorgi Mamardashvili and Italy winger Federico Chiesa were the only signings made by the club in the summer, which meant Wataru Endo remained the lone defensive midfielder in the squad heading into the 202425 campaign."
Why is Arne Slot doing so well at Liverpool?,Or so they thought.
Why is Arne Slot doing so well at Liverpool?,Netherlands midfielder Ryan Gravenberch has since enjoyed a meteoric rise into the Liverpool first team and is just one start away from equalling his Premier League tally from last season.
Why is Arne Slot doing so well at Liverpool?,"The 22-year-old is benefiting from working with his compatriot, who quickly identified Gravenberch could thrive as a No 6 given his attributes and is thankful for his emergence as it meant the club did not have to recruit externally."
Why is Arne Slot doing so well at Liverpool?,"""He is very comfortable with the ball, and I think that's what everybody saw, but not every manager,"" Slot said regarding Gravenberch."
Why is Arne Slot doing so well at Liverpool?,"""So, it's a bit of a choice."
Why is Arne Slot doing so well at Liverpool?,"You can bring a No 6 in that's only really good without the ball - hard tackles and sliding - which every fan loves, and a lot of pundits love as well."
Why is Arne Slot doing so well at Liverpool?,"""Or you look more at what can he bring for us if we have the ball, and I think he can help us a lot with the ball."
Why is Arne Slot doing so well at Liverpool?,"And he has a good tackle."""
Why is Arne Slot doing so well at Liverpool?,Liverpool's start to the season has not been easy - but it is set to ramp up in the coming weeks.
Why is Arne Slot doing so well at Liverpool?,"The Reds came out of the clashes against United, Arsenal and Chelsea without a blemish on their record but will need to be at their very best if they are to maintain the impressive start in the immediate future."
Why is Arne Slot doing so well at Liverpool?,Liverpool responded to the shock loss to Nottingham Forest in September by winning 12 out of their next 13 matches across all competitions - but their upcoming run of fixtures will be the biggest test yet for Slot.
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"Mikel Arteta says he is ""praying"" for Arsenal's injury ""nightmare"" to end as his side were left nine points adrift of Premier League leaders Liverpool after Sunday's 1-1 draw at Chelsea."
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,The Gunners appeared on course to end a three-match winless streak in the league after Gabriel Martinelli converted a fine cross from the returning Martin Odegaard on the hour mark.
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"However, Arteta's men were pegged back just 10 minutes later when Pedro Neto unleashed from range before Leandro Trossard failed to convert William Saliba's pass from close range in the final seconds of the match."
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"Trossard's late miss saw Arteta collapse on to the pitch, while the Spaniard was also left pondering a fresh double injury blow after both Declan Rice and Bukayo Saka were unable to complete the match."
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,Arteta revealed the England duo are a doubt for the forthcoming international break.
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"Odegaard's first start since September provided Arsenal with a timely boost, but their season has been derailed by a series of injuries and suspensions."
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"Speaking after the score draw at Stamford Bridge, which marked the first time Arsenal have gone four matches without a win in the top flight since April 2023, he said: ""There's nothing that we can do about that."
Arteta laments injury 'nightmare' | Merse: 12-point deficit will end title bid,"""What I'm praying for is that after the international break we have the team fully physically equipped, that they are available and that they are fit, because, it's been a nightmare for eight weeks."
